time,energy,delta_L2,max_u,mean_u
0.72,3.516049752399007,0.000794796223179522,0.18095081955379386,0.0024963829253096754
0.721,3.514292221874291,0.0007935927713387437,0.18086869400339636,0.002496348184036735
0.722,3.512537259781534,0.0007923923235389564,0.18078670044380124,0.002496313254395623
0.723,3.5107848584730066,0.0007911948680507799,0.1807048384716216,0.0024962781361570225
0.724,3.509035010331477,0.0007900003932249582,0.18062310768526263,0.002496242829093882
0.725,3.507287707770118,0.0007888088874923996,0.18054150768491103,0.002496207332981435
0.726,3.5055429432323084,0.0007876203393633554,0.18046003807252486,0.002496171647597176
0.727,3.5038007091914793,0.0007864347374266163,0.1803786984518234,0.002496135772720894
0.728,3.5020609981509576,0.0007852520703492688,0.1802974884282768,0.0024960997081346164
0.729,3.5003238026438526,0.0007840723268754093,0.18021640760909638,0.0024960634536226613
0.73,3.4985891152328294,0.0007828954958261518,0.1801354556032243,0.0024960270089715787
0.731,3.496856928510022,0.0007817215660987251,0.1800546320213239,0.00249599037397018
0.732,3.495127235096853,0.0007805505266658701,0.1799739364757697,0.0024959535484095287
0.733,3.4934000276438484,0.0007793823665753251,0.17989336858063776,0.002495916532082925
0.734,3.491675298830567,0.000778217074948961,0.17981292795169587,0.002495879324785915
0.735,3.4899530413653927,0.0007770546409825083,0.17973261420639403,0.002495841926316277
0.736,3.4882332479854132,0.0007758950539447636,0.1796524269638548,0.0024958043364740235
0.737,3.486515911456234,0.000774738303176875,0.1795723658448639,0.0024957665550613753
0.738,3.484801024571898,0.0007735843780922646,0.17949243047186067,0.002495728581882796
0.739,3.483088580154685,0.0007724332681752607,0.17941262046892872,0.002495690416744954
0.74,3.481378571055011,0.0007712849629812012,0.17933293546178683,0.0024956520594567365
0.741,3.479670990151246,0.0007701394521354775,0.17925337507777944,0.0024956135098292216
0.742,3.4779658303495884,0.0007689967253332031,0.1791739389458677,0.0024955747676757003
0.743,3.4762630845839517,0.0007678567723381975,0.17909462669662024,0.0024955358328116687
0.744,3.474562745815779,0.00076671958298317,0.17901543796220423,0.002495496705054793
0.745,3.472864807033945,0.0007655851471681631,0.17893637237637638,0.0024954573842249483
0.746,3.471169261254583,0.0007644534548611014,0.17885742957447393,0.0024954178701441757
0.747,3.4694761015209874,0.000763324496096347,0.178778609193406,0.002495378162636701
0.748,3.467785320903448,0.0007621982609744946,0.1786999108716446,0.0024953382615289176
0.749,3.466096912499117,0.0007610747396618319,0.1786213342492161,0.00249529816664939
0.75,3.4644108694319034,0.0007599539223899042,0.1785428789676924,0.002495257877828839
0.751,3.462727184852314,0.0007588357994547762,0.17846454467018233,0.0024952173949001487
0.752,3.4610458519373317,0.0007577203612163555,0.17838633100132334,0.0024951767176983456
0.753,3.4593668638902564,0.0007566075980983977,0.17830823760727263,0.0024951358460606086
0.754,3.457690213940645,0.0007554975005873387,0.17823026413569912,0.0024950947798262546
0.755,3.456015895344113,0.0007543900592323952,0.17815241023577483,0.002495053518836736
0.756,3.4543439013822255,0.0007532852646444391,0.17807467555816658,0.0024950120629356324
0.757,3.452674225362404,0.0007521831074959674,0.17799705975502786,0.002494970411968654
0.758,3.45100686061775,0.0007510835785203295,0.17791956247999055,0.00249492856578362
0.759,3.4493418005069527,0.0007499866685113218,0.1778421833881568,0.002494886524230477
0.76,3.447679038414142,0.0007488923683225977,0.1777649221360909,0.002494844287161271
0.761,3.446018567748804,0.0007478006688672108,0.17768777838181135,0.0024948018544301443
0.762,3.4443603819455966,0.0007467115611171463,0.17761075178478275,0.0024947592258933535
0.763,3.4427044744642843,0.0007456250361028958,0.177533842005908,0.002494716401409229
0.764,3.4410508387896157,0.0007445410849125794,0.1774570487075204,0.002494673380838201
0.765,3.4393994684311373,0.0007434596986921629,0.1773803715533758,0.0024946301640427627
0.766,3.4377503569231433,0.0007423808686443398,0.17730381020864486,0.002494586750887512
0.767,3.4361034978245284,0.0007413045860282731,0.17722736433990535,0.00249454314123908
0.768,3.4344588847186897,0.0007402308421591671,0.1771510336151345,0.002494499334966178
0.769,3.4328165112133657,0.0007391596284077576,0.17707481770370137,0.0024944553319395774
0.77,3.4311763709405674,0.0007380909361998925,0.1769987162763593,0.002494411132032102
0.771,3.429538457556439,0.0007370247570158629,0.17692272900523845,0.0024943667351186153
0.772,3.4279027647411544,0.0007359610823903575,0.17684685556383828,0.002494322141076019
0.773,3.42626928619878,0.0007348999039115262,0.17677109562702023,0.0024942773497832554
0.774,3.424638015657208,0.0007338412132208462,0.17669544887100036,0.002494232361121292
0.775,3.423008946867987,0.0007327850020124564,0.1766199149733419,0.0024941871749731173
0.776,3.4213820736062344,0.0007317312620330851,0.1765444936129482,0.002494141791223738
0.777,3.4197573896705444,0.0007306799850809456,0.1764691844700554,0.002494096209760178
0.778,3.4181348888828547,0.0007296311630061497,0.17639398722622537,0.0024940504304714482
0.779,3.4165145650883395,0.0007285847877094657,0.17631890156433846,0.0024940044532485747
0.78,3.4148964121553194,0.00072754085114244,0.17624392716858656,0.002493958277984571
0.781,3.4132804239751096,0.0007264993453066824,0.176169063724466,0.0024939119045744346
0.782,3.4116665944619746,0.0007254602622535081,0.17609431091877073,0.0024938653329151495
0.783,3.410054917552966,0.0007244235940835829,0.1760196684395852,0.002493818562905663
0.784,3.4084453872078297,0.0007233893329464339,0.1759451359762776,0.002493771594446904
0.785,3.406837997408954,0.0007223574710400784,0.17587071321949296,0.002493724427441748
0.786,3.4052327421611643,0.0007213280006105028,0.1757963998611465,0.002493677061795048
0.787,3.403629615491699,0.0007203009139513556,0.17572219559441676,0.0024936294974135893
0.788,3.402028611450088,0.0007192762034036368,0.1756481001137389,0.002493581734206101
0.789,3.4004297241080312,0.0007182538613549437,0.17557411311479817,0.0024935337720832624
0.79,3.3988329475593235,0.0007172338802394951,0.17550023429452313,0.002493485610957669
